OBJECTID,CT2010,TOTHHS,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDINC,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18_PO,CV_PERLT18,POV_65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,XLS_1,XLS_2,XLS_3,XLS_4
423,24005408100,2528,1.899696,66.3,4.492795,8.2,17.05093,1.9,44.792833,0.7,95.527573,5.9,30.910309,93452,13.294213,0.6,91.18541,3.1,35.297578,2.1,101.317123,2.9,41.924327,1.3,93.523498,2.1,92.632798,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005408100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005408100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005408100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005408100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005408100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005408100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005408100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005408100.xlsx
424,24005405000,1675,3.338928,44.2,7.701935,4.2,27.500362,1.6,45.592705,0,-999,8.5,19.309852,80608,4.110101,6,41.54002,6.6,24.868748,7.8,52.217286,6.4,38.943769,8.9,58.741163,2.6,70.142623,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005405000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005405000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005405000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005405000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005405000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005405000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005405000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005405000.xlsx
425,24005411307,1464,3.446443,36.9,9.719854,14,20.408163,3.7,42.71749,0.8,75.987842,7,33.868867,67063,5.628242,0.8,91.18541,7.7,33.158331,4.8,68.389058,3.7,46.00345,5.3,67.672191,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005411307.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005411307.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005411307.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005411307.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005411307.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005411307.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005411307.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005411307.xlsx
426,24005402604,2094,3.628837,45.4,10.444144,11,27.079304,0.9,81.053698,0.8,91.18541,7.8,31.174499,74094,6.114799,6,50.658561,4.4,37.303122,7.7,68.685114,7.9,43.091839,12.2,78.728387,6.7,53.531733,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005402604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005402604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005402604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005402604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005402604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005402604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005402604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005402604.xlsx
427,24005420402,813,1.495456,9.1,26.720999,4.1,35.58455,2.4,58.257345,0,-999,9,26.342452,59563,9.001733,8.1,28.518894,8.3,25.634453,9.9,67.544748,8.3,28.564104,12.9,69.272637,5.6,71.64568,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005420402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005420402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005420402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005420402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005420402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005420402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005420402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005420402.xlsx
428,24005401200,1225,4.515849,21.9,12.768733,5.4,46.155578,2.2,71.843051,2.2,71.843051,7,49.500651,62014,7.74705,12.7,36.857095,13.4,27.673184,1.8,101.317123,6.5,30.862754,2.3,108.36527,2.1,95.527573,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005401200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005401200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005401200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005401200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005401200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005401200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005401200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005401200.xlsx
429,24033801805,1063,6.748121,11.4,28.262145,3.5,41.684759,1.2,50.658561,0,-999,17.8,34.493357,42099,13.717846,16.7,30.21313,17.8,32.444247,33.1,49.403576,13.3,42.507485,29.6,59.763411,8,75.987842,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801805.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801805.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801805.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801805.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801805.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801805.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801805.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801805.xlsx
430,24033802502,852,4.709106,14.6,22.067702,7.9,53.864799,3.6,81.053698,3.6,81.053698,14.4,30.817291,73015,6.847075,15.6,28.057049,13.3,41.136275,4.6,75.327078,8.3,34.423408,7.1,78.770495,3.3,70.000921,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802502.xlsx
431,24033801801,848,2.652406,14.1,25.868202,7,33.000434,2.4,58.257345,2.4,58.257345,18.5,20.701553,41250,22.353136,20.5,20.757654,16.9,21.582346,22.9,38.757118,14.1,31.041842,20,44.3769,7.1,95.894516,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801801.xlsx
432,24033802001,2062,4.716995,14.5,18.865947,6.4,29.445289,3.6,48.969943,3.4,51.850527,11.7,24.420024,54875,18.603208,17.9,22.753901,12,22.796353,22,36.474164,15.9,32.880274,29,34.797191,4.3,94.719729,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802001.xlsx
433,24033800504,1723,2.116899,45.1,7.413448,15.6,23.380874,6.8,46.48668,6,51.671733,4.4,40.066317,109814,9.028807,0.5,97.264438,7.9,30.010388,1.3,102.875848,2.2,46.974302,0.8,98.784195,2.1,72.369373,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800504.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800504.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800504.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800504.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800504.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800504.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800504.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800504.xlsx
434,24033800505,892,4.157182,44.1,9.373557,5,47.416413,1.3,46.761749,0.7,69.474598,8,41.793313,101000,12.200788,6.4,43.693009,7,28.658272,7.6,63.989762,6.7,35.385383,7.3,61.623017,8.6,51.601046,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800505.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800505.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800505.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800505.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800505.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800505.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800505.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800505.xlsx
435,24033800518,1054,3.114492,70.3,7.696066,7.7,24.474006,2.6,42.085574,2,51.671733,7,33.868867,184167,8.714834,5.7,51.191809,5.1,38.142917,0,-999,1.6,49.392097,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800518.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800518.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800518.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800518.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800518.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800518.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800518.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800518.xlsx
436,24033800608,1239,3.974183,53.9,7.782057,10.5,22.579244,3.5,34.737299,0.7,69.474598,6.9,27.311572,151341,8.511546,4.8,44.326241,7.7,35.526783,0,-999,1.7,46.48668,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800608.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800608.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800608.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800608.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800608.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800608.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800608.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800608.xlsx
437,24005402506,1452,3.30746,23.5,13.192783,6.8,32.183086,1.7,46.48668,0,-999,10.1,24.075356,71096,4.505232,10.6,32.115616,8.3,26.366866,7.9,63.098765,8.7,34.2382,10.1,68.614764,6.5,59.855039,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005402506.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005402506.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005402506.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005402506.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005402506.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005402506.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005402506.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005402506.xlsx
438,24005410200,1593,2.671261,59.3,5.330682,6.6,24.868748,2.2,46.974302,0.2,91.18541,2.4,40.526849,122545,4.450198,2.1,75.264148,1,48.632219,8.2,46.704722,7.1,43.666253,14.3,65.891555,8.9,63.522421,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005410200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005410200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005410200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005410200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005410200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005410200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005410200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005410200.xlsx
439,24005403601,2059,1.299064,62.7,4.362938,24,11.904762,13.7,14.199188,0,-999,5.8,30.395137,86151,7.404826,3.9,40.526849,8.7,26.552074,3.8,89.585666,5,44.984802,3.8,92.785154,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005403601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005403601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005403601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005403601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005403601.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005403601.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005403601.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005403601.xlsx
440,24005411410,1742,1.989119,42.5,8.43912,13.5,12.608353,5.7,20.263425,0.3,81.053698,4,33.43465,74583,10.955339,4.8,43.059777,6.6,29.474072,1.7,89.397461,2.9,46.116759,3.7,93.649881,3.1,94.126875,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005411410.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005411410.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005411410.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005411410.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005411410.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005411410.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005411410.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005411410.xlsx
441,24005408703,2818,1.3159,62.3,5.757024,10.6,23.513219,2.7,56.28729,0,-999,2.7,38.275357,84615,8.542896,1.5,60.790274,3.1,37.258555,0,-999,2,45.592705,0,-999,4.4,93.948605,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005408703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005408703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005408703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005408703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005408703.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005408703.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005408703.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005408703.xlsx
442,24005420301,1056,3.108594,6.6,49.737497,4.8,43.059777,3.9,45.203024,0,-999,10.7,30.679203,49692,4.171594,20.4,24.137315,10.7,25.566003,20.6,39.248089,16.7,30.941157,20.8,45.592705,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005420301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005420301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005420301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005420301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005420301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005420301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005420301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005420301.xlsx
443,24005401400,549,4.982809,52.8,7.483651,4,33.43465,0,-999,0,-999,8.7,37.033155,103681,8.613631,1.5,85.106383,7,48.632219,0,-999,2.9,39.82811,0,-999,4.7,46.562763,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005401400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005401400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005401400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005401400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005401400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005401400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005401400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005401400.xlsx
444,24005411404,1361,2.903283,31,12.158055,10,29.787234,5.9,38.122714,2.5,82.674772,4.4,34.539928,91331,8.797953,4.8,39.260385,9.1,38.745449,3.1,90.204922,3.1,43.141484,4.4,67.698259,9.6,74.721378,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005411404.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005411404.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005411404.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005411404.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005411404.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005411404.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005411404.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005411404.xlsx
445,24005491600,1217,3.946123,28.5,11.944756,12.5,32.097264,3.2,56.990881,0,-999,12,23.809524,55564,3.494423,5.4,38.275357,12.4,36.278066,0,-999,6,39.513678,0,-999,15.4,48.55327,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005491600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005491600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005491600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005491600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005491600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005491600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005491600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005491600.xlsx
446,24033800511,1866,2.57365,40.9,8.471994,11.2,24.967434,2.8,32.566218,1.3,56.114099,4.2,34.737299,97667,6.097887,4.1,37.06724,6.2,24.512207,1.8,97.939885,2.1,37.632074,1,103.343465,1.6,98.784195,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800511.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800511.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800511.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800511.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800511.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800511.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800511.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800511.xlsx
447,24033800509,3629,1.909642,44.6,7.632859,9.1,23.380874,3.1,43.141484,0.2,121.580547,5.7,29.861889,100539,4.988311,4.7,37.508892,4.5,29.719689,7.4,56.682823,4.3,32.515728,7,48.632219,1.7,67.94207,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800509.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800509.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800509.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800509.xlsx
448,24033800900,545,6.580965,27.7,16.240001,3.6,42.215468,0.5,85.106383,0.5,85.106383,14,28.224056,70893,17.779266,4.4,42.829511,11.7,20.263425,0.9,101.317123,4.4,35.921525,1.5,125.633232,9.1,68.138548,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800900.xlsx
